num,setup,punch,text,humor,type,connector,typeall,connectorall,nopair
850,"Из спортивного репортажа:
«Нам нужен гол! Нам нужен гол! ",Нам нужен — мы его и получили…»,"Из спортивного репортажа:
«Нам нужен гол! Нам нужен гол! Нам нужен — мы его и получили…»",1,GP, setup,GP, setup,
850,"Из спортивного репортажа:
«Нам нужен гол! Нам нужен гол! ",Нам нужен — мы его и забили…»,"Из спортивного репортажа:
«Нам нужен гол! Нам нужен гол! Нам нужен — мы его и забили…»",0,,,GP, setup,
851,"Пожилая женщина в банке должна подписать чек, но не знает, как это сделать. Клерк ей объясняет:
— Подпишите так, как вы обычно подписываете письма. ","Старушка кивнула и вывела на чеке: целую вас всех, тётя Агата.","Пожилая женщина в банке должна подписать чек, но не знает, как это сделать. Клерк ей объясняет:
— Подпишите так, как вы обычно подписываете письма.
Старушка кивнула и вывела на чеке: целую вас всех, тётя Агата.",1,RL, setup,RL, setup,
851,"Пожилая женщина в банке должна подписать чек, но не знает, как это сделать. Клерк ей объясняет:
— Подпишите так, как вы обычно подписываете письма. ","Старушка кивнула и вывела на чеке: подпись, расшифровка, дата.","Пожилая женщина в банке должна подписать чек, но не знает, как это сделать. Клерк ей объясняет:
— Подпишите так, как вы обычно подписываете письма.
Старушка кивнула и вывела на чеке: подпись, расшифровка, дата.",0,,,RL, setup,
852,На последнем этапе кубка мира по биатлону наш спортсмен попал в тройку призёров.,"А точнее, в обладателя серебряной медали.","На последнем этапе кубка мира по биатлону наш спортсмен попал в тройку призёров. А точнее, в обладателя серебряной медали.",1,GP, setup,GP, setup,
852,На последнем этапе кубка мира по биатлону наш спортсмен попал в тройку призёров.,"А точнее, стал обладателем серебряной медали.","На последнем этапе кубка мира по биатлону наш спортсмен попал в тройку призёров. А точнее, стал обладателем серебряной медали.",0,,,GP, setup,
853,"— Тань, а давай в кино сходим после школы? — Не, не могу. ","Я после школы в университет поступлю, а потом на работу устроюсь.","— Тань, а давай в кино сходим после школы?
— Не, не могу. Я после школы в университет поступлю, а потом на работу устроюсь.",1,RL, setup,RL, setup,
853,"— Тань, а давай в кино сходим после школы? — Не, не могу. ","Я после школы в музыкалку хожу, а потом на балет иду.","— Тань, а давай в кино сходим после школы?
— Не, не могу. Я после школы в музыкалку хожу, а потом на балет иду.",0,,,RL, setup,
854,"— Говорят, трёх министров хотят наказать рублём? ",— Так они давно получают зарплату в иностранной валюте.,"— Говорят, трёх министров хотят наказать рублём?
— Так они давно получают зарплату в иностранной валюте.",1,RL, setup,RL, setup,
854,"— Говорят, трёх министров хотят наказать рублём? ",— Так они давно запаслись вполне достаточным количеством денег.,"— Говорят, трёх министров хотят наказать рублём?
— Так они давно запаслись вполне достаточным количеством денег.",0,,,RL, setup,
855,Богатый человек может находиться одновременно в нескольких местах.,"Например, в санатории и в федеральном розыске.","Богатый человек может находиться одновременно в нескольких местах. Например, в санатории и в федеральном розыске.",1,GP, setup,GP, setup,
855,Богатый человек может находиться одновременно в нескольких местах.,"Например, в санатории и на дистанционной работе.","Богатый человек может находиться одновременно в нескольких местах. Например, в санатории и на дистанционной работе.",0,,,GP, setup,
856,"Самолёт. К пассажиру подходит стюардесса и спрашивает: 
— Желаете отобедать? — А какой выбор? ",— Да или нет.,"Самолёт. К пассажиру подходит стюардесса и спрашивает: 
— Желаете отобедать?
— А какой выбор?
— Да или нет.",1,RL, setup,RL, setup,
856,"Самолёт. К пассажиру подходит стюардесса и спрашивает: 
— Желаете отобедать? — А какой выбор? ",— Курица или рыба.,"Самолёт. К пассажиру подходит стюардесса и спрашивает: 
— Желаете отобедать?
— А какой выбор?
— Курица или рыба.",0,,,RL, setup,
857,— У меня окно не закрывается. — А что пишет?,"— Не пишет, ручка отвалилась…","— У меня окно не закрывается.
— А что пишет?
— Не пишет, ручка отвалилась…",1,GP, setup,GP, setup,
857,— У меня окно не закрывается. — А что пишет?,"— Не пишет, зависло всё…","— У меня окно не закрывается.
— А что пишет?
— Не пишет, зависло всё…",0,,,GP, setup,
858,"— Как вы смотрите на то, чтобы выпить? ",— Пристально.,"— Как вы смотрите на то, чтобы выпить?
— Пристально.",1,RL, setup,RL, setup,
858,"— Как вы смотрите на того, кто прячется? ",— Пристально.,"— Как вы смотрите на того, кто прячется?
— Пристально.",0,,,RL, setup,
858,"— Как вы смотрите на то, чтобы выпить? ",— Охотно.,"— Как вы смотрите на то, чтобы выпить?
— Охотно.",0,,,RL, setup,
859,"Девочка спрашивает у матери:
— Мама, можно я пойду погуляю? — С этой дыркой в колготках? ","— Не, со Светкой из третьего подъезда.","Девочка спрашивает у матери:
— Мама, можно я пойду погуляю?
— С этой дыркой в колготках?
— Не, со Светкой из третьего подъезда.",1,RL, setup,RL, setup,
859,"Девочка спрашивает у матери:
— Мама, можно я пойду погуляю? — С этой дурой в колготках? ","— Не, со Светкой из третьего подъезда.","Девочка спрашивает у матери:
— Мама, можно я пойду погуляю?
— С этой дурой в колготках?
— Не, со Светкой из третьего подъезда.",0,,,RL, setup,
859,"Девочка спрашивает у матери:
— Мама, можно я пойду погуляю? — С этой дыркой в колготках? ","— Не, я штаны из шкафа достану.","Девочка спрашивает у матери:
— Мама, можно я пойду погуляю?
— С этой дыркой в колготках?
— Не, я штаны из шкафа достану.",0,,,RL, setup,
860,"— Дорогая, ты меня любишь? — Да, дорогой. — А измену простишь? — Конечно, милый. ",Я мёртвому всё прощу...,"— Дорогая, ты меня любишь?
— Да, дорогой.
— А измену простишь?
— Конечно, милый. Я мёртвому всё прощу...",1,RL,,RL,,
860,"— Дорогая, ты меня любишь? — Да, дорогой. — А измену простишь? — Конечно, милый. ",Я милому всё прощу...,"— Дорогая, ты меня любишь?
— Да, дорогой.
— А измену простишь?
— Конечно, милый. Я милому всё прощу...",0,,,RL,,
861,"Если в мой дом ворвутся грабители и станут искать деньги,",я просто засмеюсь и поищу вместе с ними.,"Если в мой дом ворвутся грабители и станут искать деньги, я просто засмеюсь и поищу вместе с ними.",1,C,,C,,
861,"Если в мой дом ворвутся грабители и станут искать деньги,",я просто засмеюсь и начну драться с ними.,"Если в мой дом ворвутся грабители и станут искать деньги, я просто засмеюсь и начну драться с ними.",0,,,C,,
862,"В баре грустный мужик заказывает рюмку за рюмкой. В конце концов бармен не выдерживает и спрашивает:
— Что случилось-то? — Да, вот… С женой поругался. Она обещала со мной месяц не разговаривать. — Да уж… Представляю как тебе тяжело. — И не говори! ",Сегодня последний день…,"В баре грустный мужик заказывает рюмку за рюмкой. В конце концов бармен не выдерживает и спрашивает:
— Что случилось-то?
— Да, вот… С женой поругался. Она обещала со мной месяц не разговаривать.
— Да уж… Представляю как тебе тяжело.
— И не говори! Сегодня последний день…",1,GP, setup,GP, setup,
862,"В баре грустный мужик заказывает рюмку за рюмкой. В конце концов бармен не выдерживает и спрашивает:
— Что случилось-то? — Да, вот… С женой поругался. Она обещала со мной месяц не разговаривать. — Да уж… Представляю как тебе тяжело. — И не говори! ",Сегодня первый день…,"В баре грустный мужик заказывает рюмку за рюмкой. В конце концов бармен не выдерживает и спрашивает:
— Что случилось-то?
— Да, вот… С женой поругался. Она обещала со мной месяц не разговаривать.
— Да уж… Представляю как тебе тяжело.
— И не говори! Сегодня первый день…",0,,,GP, setup,
863,— Ты можешь дать мне денег? — На что? — Ну-у-у…,На память!,"— Ты можешь дать мне денег?
— На что?
— Ну-у-у… На память!",1,RL, setup,RL, setup,
863,— Ты можешь дать мне денег? — На что? — Ну-у-у…,На отдых!,"— Ты можешь дать мне денег?
— На что?
— Ну-у-у… На отдых!",0,,,RL, setup,
864,— С чего начинается Родина?,— С проверки твоего багажа.,"— С чего начинается Родина?
— С проверки твоего багажа.",1,RL, setup,RL, setup,
864,— С чего начинается Родина?,— С места твоего рождения.,"— С чего начинается Родина?
— С места твоего рождения.",0,,,RL, setup,
865,"Мама:
— Вовочка, ты зачем ударил сестрёнку стулом? ",— Потому что комод я поднять не смог…,"Мама:
— Вовочка, ты зачем ударил сестрёнку стулом?
— Потому что комод я поднять не смог…",1,RL, setup,RL, setup,
865,"Мама:
— Вовочка, ты зачем ударил сестрёнку стулом? ",— Потому что я не мог поднять на неё руку…,"Мама:
— Вовочка, ты зачем ударил сестрёнку стулом?
— Потому что я не мог поднять на неё руку…",1,RL,,RL,,
865,"Мама:
— Вовочка, ты зачем ударил сестрёнку стулом? ",— Потому что она не перестаёт бить меня…,"Мама:
— Вовочка, ты зачем ударил сестрёнку стулом?
— Потому что она не перестаёт бить меня…",0,,,RL, setup,
866,"Сколько вам понадобилось, чтобы научиться управлять самолётом? — Семь. — Месяцев, что ли? ","— Нет, самолётов.","Сколько вам понадобилось, чтобы научиться управлять самолётом?
— Семь.
— Месяцев, что ли?
— Нет, самолётов.",1,RL, setup,RL, setup,
866,"Сколько вам понадобилось, чтобы научиться управлять самолётом? — Семь. — Месяцев, что ли? ","— Нет, лет.","Сколько вам понадобилось, чтобы научиться управлять самолётом?
— Семь.
— Месяцев, что ли?
— Нет, лет.",0,,,RL, setup,
867,— У тебя вообще с женщинами серьёзное что-нибудь было?,"— Да, один раз даже до суда дошло.","— У тебя вообще с женщинами серьёзное что-нибудь было?
— Да, один раз даже до суда дошло.",1,RL, setup,RL, setup,
867,— У тебя вообще с женщинами серьёзное что-нибудь было?,"— Да, один раз даже до свадьбы дошло.","— У тебя вообще с женщинами серьёзное что-нибудь было?
— Да, один раз даже до свадьбы дошло.",0,,,RL, setup,
868,"Вовочка с Машей играют в песочнице, Вовочка при этом ест конфеты. Маша:
— А дай мне конфетку? — И не мечтай! — Ну дай! Я тебя поцелую. — Тогда тем более не дам. ",Ещё и угрожает мне тут!..,"Вовочка с Машей играют в песочнице, Вовочка при этом ест конфеты. 
Маша:
— А дай мне конфетку?
— И не мечтай!
— Ну дай! Я тебя поцелую.
— Тогда тем более не дам. Ещё и угрожает мне тут!..",1,RL, setup,RL, setup,
868,"Вовочка с Машей играют в песочнице, Вовочка при этом ест конфеты. Маша:
— А дай мне конфетку? — И не мечтай! — Ну дай! Я тебя поцелую. — Тогда тем более не дам. ",Ещё и подкупает меня тут!..,"Вовочка с Машей играют в песочнице, Вовочка при этом ест конфеты. 
Маша:
— А дай мне конфетку?
— И не мечтай!
— Ну дай! Я тебя поцелую.
— Тогда тем более не дам. Ещё и подкупает меня тут!..",0,,,RL, setup,
869,Пьяных водителей ждёт неминуемая расплата.,С гаишниками…,Пьяных водителей ждёт неминуемая расплата. С гаишниками…,1,RL, setup,RL, setup,
869,Пьяных водителей ждёт неминуемая расплата.,С правосудием…,Пьяных водителей ждёт неминуемая расплата. С правосудием…,0,,,RL, setup,
870,Швейцария может семь раз поместиться на территории Тюменской области.,Но не хочет.,Швейцария может семь раз поместиться на территории Тюменской области. Но не хочет.,1,C,,C,,
870,Швейцария может семь раз поместиться на территории Тюменской области.,Но не наоборот.,Швейцария может семь раз поместиться на территории Тюменской области. Но не наоборот.,0,,,C,,
871,"Полицейский задерживает бандита. Бандит:
— Я же тебя замочил! ","Полицейский:
— Ну, так я уже высох...","Полицейский задерживает бандита.
Бандит:
— Я же тебя замочил!
Полицейский:
— Ну, так я уже высох...",1,RL, setup,RL, setup,
871,"Полицейский задерживает бандита. Бандит:
— Я же тебя замочил! ","Полицейский:
— Ну, так я еле ранен…","Полицейский задерживает бандита.
Бандит:
— Я же тебя замочил!
Полицейский:
— Ну, так я еле ранен…",0,,,RL, setup,
872,"В суде:
— Скажите, подсудимый, когда вы совершали кражу, вы подумали о своём старом отце?! ","— Конечно, господин судья, но в квартире не было ничего, что могло бы ему понравиться.","В суде:
— Скажите, подсудимый, когда вы совершали кражу, вы подумали о своём старом отце?!
— Конечно, господин судья, но в квартире не было ничего, что могло бы ему понравиться.",1,RL, setup,RL, setup,
872,"В суде:
— Скажите, подсудимый, когда вы совершали кражу, вы подумали о своём старом отце?! ","— Конечно, господин судья, но я не смог удержаться от того, чтобы пойти на воровство.","В суде:
— Скажите, подсудимый, когда вы совершали кражу, вы подумали о своём старом отце?!
— Конечно, господин судья, но я не смог удержаться от того, чтобы пойти на воровство.",0,,,RL, setup,
873,— А в Питере давно дождик?,— С 1703-го…,"— А в Питере давно дождик?
— С 1703-го…",1,RL, setup,RL, setup,
873,— А в Питере давно дождик?,— С 17:00…,"— А в Питере давно дождик?
— С 17:00…",0,,,RL, setup,
874,"Шеф говорит новому сотруднику:
— Подметите в офисе пол! — Сэр! Я окончил Кэмбридж! — возмущается тот. ","— Тогда дайте мне веник, и я покажу, как это делается!","Шеф говорит новому сотруднику:
— Подметите в офисе пол!
— Сэр! Я окончил Кэмбридж! — возмущается тот.
— Тогда дайте мне веник, и я покажу, как это делается!",1,RL, setup,RL, setup,
874,"Шеф говорит новому сотруднику:
— Подметите в офисе пол! — Сэр! Я окончил Кэмбридж! — возмущается тот. ","— Тогда дайте мне веник, и я найду вам подходящую работу!","Шеф говорит новому сотруднику:
— Подметите в офисе пол!
— Сэр! Я окончил Кэмбридж! — возмущается тот.
— Тогда дайте мне веник, и я найду вам подходящую работу!",0,,,RL, setup,
875,— Слышал? «Булава» успешно поразила цели на Камчатке! — Круто!,А целились куда?,"— Слышал? «Булава» успешно поразила цели на Камчатке!
— Круто! А целились куда?",1,RL, setup,RL, setup,
875,— Слышал? «Булава» успешно поразила цели на Камчатке! — Круто!,А сколько целей?,"— Слышал? «Булава» успешно поразила цели на Камчатке!
— Круто! А сколько целей?",0,,,RL, setup,
876,"Почему водку принято пить с другом,",а вино можно с сыром?..,"Почему водку принято пить с другом, а вино можно с сыром?..",1,C,,C,,
876,"Почему водку принято пить с огурцами,",а вино можно с сыром?..,"Почему водку принято пить с огурцами, а вино можно с сыром?..",0,,,C,,
877,"Учительница:
— Вовочка, ты бы хотел попасть в рай? ","— Да, но мама сказала, чтобы я после уроков сразу шёл домой…","Учительница:
— Вовочка, ты бы хотел попасть в рай?
— Да, но мама сказала, чтобы я после уроков сразу шёл домой…",1,RL, setup,RL, setup,
877,"Учительница:
— Вовочка, ты бы хотел пойти в кино? ","— Да, но мама сказала, чтобы я после уроков сразу шёл домой…","Учительница:
— Вовочка, ты бы хотел пойти в кино?
— Да, но мама сказала, чтобы я после уроков сразу шёл домой…",0,,,RL, setup,
877,"Учительница:
— Вовочка, ты бы хотел попасть в рай? ","— Да, но мама сказала, что в раю окажутся только лучшие люди…","Учительница:
— Вовочка, ты бы хотел попасть в рай?
— Да, но мама сказала, что в раю окажутся только лучшие люди…",0,,,RL, setup,
878,"Жена — мужу:
— У меня для тебя две новости — хорошая и плохая. — Ну и какие же? — Я от тебя ухожу… ",— А плохая?,"Жена — мужу:
— У меня для тебя две новости — хорошая и плохая.
— Ну и какие же?
— Я от тебя ухожу…
— А плохая?",1,RL, setup,RL, setup,
878,"Жена — мужу:
— У меня для тебя две новости — хорошая и плохая. — Ну и какие же? — Я от тебя ухожу… ",— А хорошая?,"Жена — мужу:
— У меня для тебя две новости — хорошая и плохая.
— Ну и какие же?
— Я от тебя ухожу…
— А хорошая?",0,,,RL, setup,
878,"Жена — мужу:
— У меня для тебя две новости — хорошая и плохая. — Ну и какие же? — Мы уже четыре года встречаемся! ",— А хорошая?,"Жена — мужу:
— У меня для тебя две новости — хорошая и плохая.
— Ну и какие же?
— Мы уже четыре года встречаемся!
— А хорошая?",1,RL, setup,RL, setup,
878,"Жена — мужу:
— У меня для тебя две новости — хорошая и плохая. — Ну и какие же? — Мы уже четыре года встречаемся! ",— А плохая?,"Жена — мужу:
— У меня для тебя две новости — хорошая и плохая.
— Ну и какие же?
— Мы уже четыре года встречаемся!
— А плохая?",0,,,RL, setup,
879,"Судья спрашивает подсудимого:
— У вас зарплата пятьдесят тысяч рублей в месяц, а дом себе построили за десять миллионов долларов. Как вы это объясните? — Дайте время подумать… ",— Семи лет хватит?,"Судья спрашивает подсудимого:
— У вас зарплата пятьдесят тысяч рублей в месяц, а дом себе построили за десять миллионов долларов. Как вы это объясните?
— Дайте время подумать…
— Семи лет хватит?",1,RL, setup,RL, setup,
879,"Судья спрашивает подсудимого:
— У вас зарплата пятьдесят тысяч рублей в месяц, а дом себе построили за десять миллионов долларов. Как вы это объясните? — Дайте время подумать… ",— Семи минут хватит?,"Судья спрашивает подсудимого:
— У вас зарплата пятьдесят тысяч рублей в месяц, а дом себе построили за десять миллионов долларов. Как вы это объясните?
— Дайте время подумать…
— Семи минут хватит?",0,,,RL, setup,
880,"Мама:
— Вовочка, ты зачем сказал своей сестрёнке Леночке, что она чудище? Она сейчас сидит и плачет. Быстро поди к ней и извинись, скажи, что тебе жаль. Вовочка идёт к сестрёнке и говорит:
— Ленка, ну не плачь, ну извини меня. ","Мне правда очень жаль, что ты такое чудище...","Мама:
— Вовочка, ты зачем сказал своей сестрёнке Леночке, что она чудище? Она сейчас сидит и плачет. Быстро поди к ней и извинись, скажи, что тебе жаль.
Вовочка идёт к сестрёнке и говорит:
— Ленка, ну не плачь, ну извини меня. Мне правда очень жаль, что ты такое чудище...",1,RL, setup,RL, setup,
880,"Мама:
— Вовочка, ты зачем сказал своей сестрёнке Леночке, что она чудище? Она сейчас сидит и плачет. Быстро поди к ней и извинись, скажи, что тебе жаль. Вовочка идёт к сестрёнке и говорит:
— Ленка, ну не плачь, ну извини меня. ","Мне правда очень жаль, что я такое сказал…","Мама:
— Вовочка, ты зачем сказал своей сестрёнке Леночке, что она чудище? Она сейчас сидит и плачет. Быстро поди к ней и извинись, скажи, что тебе жаль.
Вовочка идёт к сестрёнке и говорит:
— Ленка, ну не плачь, ну извини меня. Мне правда очень жаль, что я такое сказал…",0,,,RL, setup,
881,"Новости:
«Пьяный пожарный упал с 40-метровой лестницы, но остался цел и невредим. ","Его спасло то, что он успел подняться только на вторую ступеньку».","Новости:
«Пьяный пожарный упал с 40-метровой лестницы, но остался цел и невредим. Его спасло то, что он успел подняться только на вторую ступеньку».",1,GP, setup,GP, setup,
882,— Беру свои слова обратно! — Ты решил извиниться? — Нет!,Я придумал новые!..,"— Беру свои слова обратно!
— Ты решил извиниться?
— Нет! Я придумал новые!..",1,GP, setup,GP, setup,
883,"Идеальный муж — это тот, который вовремя приходит домой, покупает продукты, готовит еду, моет посуду, занимается с детьми. ",Отсюда вывод: идеальный муж — это жена.,"Идеальный муж — это тот, который вовремя приходит домой, покупает продукты, готовит еду, моет посуду, занимается с детьми. Отсюда вывод: идеальный муж — это жена.",1,C,,C,,
883,"Идеальный муж — это тот, который вовремя приходит домой, покупает продукты, готовит еду, моет посуду, занимается с детьми. ",Отсюда вывод: идеальный муж — это герой.,"Идеальный муж — это тот, который вовремя приходит домой, покупает продукты, готовит еду, моет посуду, занимается с детьми. Отсюда вывод: идеальный муж — это герой.",0,,,C,,
884,Мне чужого не надо.,Поэтому и продаю…,Мне чужого не надо. Поэтому и продаю…,1,GP, setup,GP, setup,
884,Мне чужого не надо.,Поэтому и не ворую…,Мне чужого не надо. Поэтому и не ворую…,0,,,GP, setup,
885,"Приходит мальчик из школы. Папа спрашивает:
— Ну что, сынок, тебя сегодня вызывали? — Да, пап. ",Завтра тебя вызывают.,"Приходит мальчик из школы. Папа спрашивает:
— Ну что, сынок, тебя сегодня вызывали?
— Да, пап. Завтра тебя вызывают.",1,RL, setup,RL, setup,
885,"Приходит мальчик из школы. Папа спрашивает:
— Ну что, сынок, тебя сегодня вызывали? — Да, пап. ",Сегодня меня вызывали.,"Приходит мальчик из школы. Папа спрашивает:
— Ну что, сынок, тебя сегодня вызывали?
— Да, пап. Сегодня меня вызывали.",0,,,RL, setup,
886,"В консерватории абитуриентка спрашивает преподавателя:
— Простите, но я хочу знать правду: мой голос никуда не годен? — Нет, почему же? ","Он может пригодиться, например, при пожаре или ограблении.","В консерватории абитуриентка спрашивает преподавателя:
— Простите, но я хочу знать правду: мой голос никуда не годен?
— Нет, почему же? Он может пригодиться, например, при пожаре или ограблении.",1,RL, setup,RL, setup,
886,"В консерватории абитуриентка спрашивает преподавателя:
— Простите, но я хочу знать правду: мой голос никуда не годен? — Нет, почему же? ","Он может пригодиться, например, в опере или мюзикле.","В консерватории абитуриентка спрашивает преподавателя:
— Простите, но я хочу знать правду: мой голос никуда не годен?
— Нет, почему же? Он может пригодиться, например, в опере или мюзикле.",0,,,RL, setup,
887,"Дама входит в оружейный магазин и просит показать ей хороший пистолет. — Вам для защиты, мадам? ","— Нет, для защиты я найму адвоката.","Дама входит в оружейный магазин и просит показать ей хороший пистолет.
— Вам для защиты, мадам?
— Нет, для защиты я найму адвоката.",1,RL, setup,RL, setup,
887,"Дама входит в оружейный магазин и просит показать ей хороший пистолет. — Вам для защиты, мадам? ","— Нет, для защиты я найму телохранителя.","Дама входит в оружейный магазин и просит показать ей хороший пистолет.
— Вам для защиты, мадам?
— Нет, для защиты я найму телохранителя.",0,,,RL, setup,
888,"К зубному врачу, трясясь от страха, заходит больной. — Придётся удалить зуб, — говорит врач. Больной трясется ещё сильнее. Стоматологу становится жалко беднягу, он наливает ему стопку спирта:
— Выпейте для храбрости. Больной выпивает и перестает трястись. — Ну как, набрались смелости? — Ого! ",Пусть теперь кто-нибудь попробует тронуть мой зуб!,"К зубному врачу, трясясь от страха, заходит больной.
— Придётся удалить зуб, — говорит врач.
Больной трясется ещё сильнее. Стоматологу становится жалко беднягу, он наливает ему стопку спирта:
— Выпейте для храбрости.
Больной выпивает и перестает трястись.
— Ну как, набрались смелости?
— Ого! Пусть теперь кто-нибудь попробует тронуть мой зуб!",1,GP, setup,GP, setup,
888,"К зубному врачу, трясясь от страха, заходит больной. — Придётся удалить зуб, — говорит врач. Больной трясется ещё сильнее. Стоматологу становится жалко беднягу, он наливает ему стопку спирта:
— Выпейте для храбрости. Больной выпивает и перестает трястись. — Ну как, набрались смелости? — Ого! ",Пусть теперь кто-нибудь назовёт меня трусом!,"К зубному врачу, трясясь от страха, заходит больной.
— Придётся удалить зуб, — говорит врач.
Больной трясется ещё сильнее. Стоматологу становится жалко беднягу, он наливает ему стопку спирта:
— Выпейте для храбрости.
Больной выпивает и перестает трястись.
— Ну как, набрались смелости?
— Ого! Пусть теперь кто-нибудь назовёт меня трусом!",0,,,GP, setup,
889,Закинул старик невод в сине море.,"Так и сидит, как дурак, без невода…","Закинул старик невод в сине море. Так и сидит, как дурак, без невода…",1,GP, setup,GP, setup,
889,Закинул старик невод в сине море.,"Так и сидит, как дурак, ловит рыбу…","Закинул старик невод в сине море. Так и сидит, как дурак, ловит рыбу…",0,,,GP, setup,
890,"— Девушка, вы мне понравились, давайте с вами встретимся завтра? — Что вы?! Я замужем! ",Давайте сегодня!,"— Девушка, вы мне понравились, давайте с вами встретимся завтра?
— Что вы?! Я замужем! Давайте сегодня!",1,GP, setup,GP, setup,
890,"— Девушка, вы мне понравились, давайте с вами встретимся завтра? — Что вы?! Я замужем! ",Никогда!,"— Девушка, вы мне понравились, давайте с вами встретимся завтра?
— Что вы?! Я замужем! Никогда!",0,,,GP, setup,
891,"Судья сообщает подсудимому, что он оправдан. — Что это значит? — Это означает, что вы свободны, поскольку не доказано, что вы ограбили банк. — Слава богу! ","Значит, все деньги я могу оставить у себя?","Судья сообщает подсудимому, что он оправдан.
— Что это значит?
— Это означает, что вы свободны, поскольку не доказано, что вы ограбили банк.
— Слава богу! Значит, все деньги я могу оставить у себя?",1,RL, setup,RL, setup,
891,"Судья сообщает подсудимому, что он оправдан. — Что это значит? — Это означает, что вы свободны, поскольку не доказано, что вы ограбили банк. — Слава богу! ","Значит, теперь я могу вернуться к обычной жизни?","Судья сообщает подсудимому, что он оправдан.
— Что это значит?
— Это означает, что вы свободны, поскольку не доказано, что вы ограбили банк.
— Слава богу! Значит, теперь я могу вернуться к обычной жизни?",0,,,RL, setup,
892,"Бабушка воспитывает внука:
— Андрюша, когда кашляешь, надо прикрывать рот ладошкой. ","— Не бойся, бабушка, у меня зубы не вылетят, как у тебя в прошлый раз.","Бабушка воспитывает внука:
— Андрюша, когда кашляешь, надо прикрывать рот ладошкой.
— Не бойся, бабушка, у меня зубы не вылетят, как у тебя в прошлый раз.",1,RL, setup,RL, setup,nopair
893,"Симпатичная студентка молодому преподавателю:
— Ради того, чтобы получить хорошую оценку по вашему предмету, я готова на всё! — Замечательно! ",Тогда выучите материал.,"Симпатичная студентка молодому преподавателю:
— Ради того, чтобы получить хорошую оценку по вашему предмету, я готова на всё!
— Замечательно! Тогда выучите материал.",1,RL, setup,RL, setup,
893,"Симпатичная студентка молодому преподавателю:
— Ради того, чтобы получить хорошую оценку по вашему предмету, я готова на всё! — Замечательно! ",Тогда приносите коньяк.,"Симпатичная студентка молодому преподавателю:
— Ради того, чтобы получить хорошую оценку по вашему предмету, я готова на всё!
— Замечательно! Тогда приносите коньяк.",0,,,RL, setup,
894,"— Дорогая, мне приснилось, что мы с тобой оказались в незнакомом городе, и я тебя потерял. Я так переживал. — Ну ты хотя бы меня нашёл? ","— А с чего ты взяла, что я тебя искал?","— Дорогая, мне приснилось, что мы с тобой оказались в незнакомом городе, и я тебя потерял. Я так переживал.
— Ну ты хотя бы меня нашёл?
— А с чего ты взяла, что я тебя искал?",1,GP, setup,GP, setup,nopair
895,"В магазин возле остановки влетает запыхавшаяся дама:
— Дайте мне, пожалуйста, мышеловку, а то автобус уйдёт! ","— Простите, но у нас нет мышеловок такого размера!","В магазин возле остановки влетает запыхавшаяся дама:
— Дайте мне, пожалуйста, мышеловку, а то автобус уйдёт!
— Простите, но у нас нет мышеловок такого размера!",1,RL, setup,RL, setup,
895,"В магазин возле остановки влетает запыхавшаяся дама:
— Дайте мне, пожалуйста, мышеловку, а то автобус уйдёт! ","— Простите, но у нас нет мышеловок под рукой!","В магазин возле остановки влетает запыхавшаяся дама:
— Дайте мне, пожалуйста, мышеловку, а то автобус уйдёт!
— Простите, но у нас нет мышеловок под рукой!",0,,,RL, setup,
